Age,Gender,Weight (kg),Daily Water Intake (liters),Physical Activity Level,Weather,Hydration Level
51,Female,92,2.92,Moderate,Cold,Good
32,Female,88,2.84,Low,Hot,Good
48,Male,82,3.2,High,Normal,Good
67,Female,50,1.52,High,Cold,Good
69,Male,59,1.81,High,Cold,Good
65,Female,100,4.16,Moderate,Hot,Good
68,Female,102,4.5,High,Hot,Good
62,Female,70,2.91,High,Cold,Good
19,Male,57,3.47,High,Hot,Good
28,Female,57,2.3,High,Cold,Good
41,Male,101,3.45,High,Cold,Good
22,Male,79,2.99,Low,Hot,Good
30,Female,88,2.53,Moderate,Cold,Poor
39,Female,84,2.21,Low,Normal,Poor
22,Male,98,3.38,Low,Hot,Good
20,Female,82,4.65,High,Hot,Good
31,Male,82,2.53,Moderate,Normal,Good
61,Female,109,4.32,High,Normal,Good
69,Female,59,2.48,High,Normal,Good
20,Female,81,2.29,Low,Normal,Poor
66,Male,82,2.47,Moderate,Normal,Good
24,Female,63,2.72,Low,Hot,Good
47,Female,99,3.07,Low,Cold,Good
37,Male,71,2.0,Moderate,Cold,Poor
58,Male,92,3.59,Low,Hot,Good
23,Male,78,3.25,Moderate,Hot,Good
58,Male,50,1.74,Moderate,Cold,Good
34,Male,60,2.23,Moderate,Normal,Good
25,Female,54,3.1,Moderate,Hot,Good
27,Male,72,2.25,Moderate,Cold,Good
50,Male,100,4.22,High,Normal,Good
29,Female,62,2.33,Low,Hot,Good
23,Female,97,4.04,Moderate,Hot,Good
19,Female,74,2.44,Low,Hot,Good
59,Male,78,3.17,High,Cold,Good
66,Female,61,1.5,Low,Cold,Poor
67,Male,93,2.92,High,Cold,Good
36,Male,90,3.05,High,Cold,Good
34,Male,49,1.5,Low,Cold,Good
65,Male,60,2.28,High,Cold,Good
44,Male,51,3.46,High,Hot,Good
25,Female,82,2.86,Low,Normal,Good
32,Female,94,2.56,Moderate,Cold,Poor
69,Male,53,2.24,Low,Hot,Good
36,Male,95,3.72,High,Cold,Good
21,Male,75,3.2,Moderate,Hot,Good
52,Male,87,2.55,Low,Normal,Poor
29,Female,90,4.26,Moderate,Hot,Good
35,Female,76,2.65,Low,Hot,Good
41,Female,107,3.92,Moderate,Normal,Good
40,Male,94,3.21,Moderate,Cold,Good
30,Female,73,2.56,High,Cold,Good
30,Male,49,1.96,Moderate,Cold,Good
62,Male,58,1.66,Low,Normal,Poor
30,Male,68,3.1,High,Normal,Good
18,Female,78,2.07,Low,Cold,Poor
57,Male,47,2.36,Moderate,Hot,Good
43,Male,102,4.21,High,Normal,Good
25,Male,99,3.9,Low,Hot,Good
33,Female,86,2.67,Moderate,Normal,Good
42,Male,100,3.68,Moderate,Normal,Good
66,Female,105,3.78,Moderate,Hot,Good
63,Female,48,2.02,Moderate,Hot,Good
46,Male,87,3.33,Moderate,Hot,Good
38,Female,48,2.87,High,Hot,Good
43,Female,46,2.01,High,Normal,Good
62,Male,62,1.63,Low,Normal,Poor
59,Female,85,2.12,Low,Cold,Poor
43,Female,102,3.22,Low,Normal,Good
52,Female,82,2.35,Moderate,Cold,Poor
58,Male,94,3.55,High,Cold,Good
25,Female,89,2.48,Low,Normal,Poor
57,Male,61,1.91,Low,Hot,Good
46,Male,100,3.98,Low,Hot,Good
58,Male,86,3.09,High,Normal,Good
51,Male,84,2.53,Moderate,Normal,Good
25,Male,88,2.41,Low,Cold,Poor
20,Male,57,2.45,High,Cold,Good
49,Female,93,3.72,High,Normal,Good
35,Female,74,3.37,Moderate,Hot,Good
44,Male,103,4.14,Low,Hot,Good
34,Male,75,2.58,Low,Hot,Good
37,Male,49,2.47,Moderate,Normal,Good
28,Female,89,3.23,High,Cold,Good
19,Female,68,1.9,Moderate,Cold,Poor
55,Female,92,3.64,Moderate,Hot,Good
46,Female,102,4.01,Moderate,Hot,Good
58,Female,62,2.12,Moderate,Cold,Good
32,Male,61,2.71,Moderate,Hot,Good
23,Male,71,2.39,Low,Normal,Good
51,Male,62,1.72,Low,Normal,Poor
27,Male,88,3.7,Moderate,Hot,Good
30,Female,96,3.96,Low,Hot,Good
59,Female,108,3.61,High,Normal,Good
51,Female,108,4.03,Low,Hot,Good
62,Male,63,2.64,High,Normal,Good
34,Male,94,3.69,High,Normal,Good
58,Female,54,2.43,Moderate,Hot,Good
48,Male,59,1.88,Low,Normal,Good
53,Male,109,4.44,High,Hot,Good
51,Male,91,3.4,High,Cold,Good
55,Male,88,3.39,Moderate,Hot,Good
38,Male,70,2.51,Low,Hot,Good
22,Male,45,2.06,High,Normal,Good
54,Female,46,1.51,Moderate,Cold,Good
22,Male,85,2.5,Low,Cold,Poor
64,Female,57,2.13,High,Normal,Good
19,Male,103,3.48,Moderate,Cold,Good
44,Male,54,1.67,Moderate,Cold,Good
19,Female,59,3.16,Moderate,Hot,Good
27,Female,66,2.38,High,Cold,Good
32,Male,52,2.78,Moderate,Hot,Good
39,Female,89,3.21,High,Cold,Good
67,Male,66,2.24,Moderate,Cold,Good
26,Male,89,2.25,Low,Cold,Poor
59,Female,49,2.78,Moderate,Hot,Good
23,Female,106,3.61,Low,Hot,Good
56,Female,62,2.64,High,Normal,Good
59,Female,70,1.69,Moderate,Cold,Poor
49,Male,72,2.41,Moderate,Normal,Good
60,Female,76,3.8,High,Hot,Good
35,Female,55,2.26,High,Normal,Good
37,Female,84,3.61,High,Normal,Good
52,Male,65,2.51,High,Cold,Good
34,Female,62,3.59,High,Hot,Good
33,Male,48,1.5,Moderate,Cold,Good
45,Female,90,2.87,Moderate,Cold,Good
48,Female,69,2.6,High,Cold,Good
41,Male,109,3.5,High,Cold,Good
42,Male,72,2.35,Low,Normal,Good
23,Male,92,3.94,Low,Hot,Good
23,Female,92,2.37,Low,Normal,Poor
47,Male,107,4.09,Low,Hot,Good
36,Female,94,4.29,High,Hot,Good
24,Female,53,1.62,Moderate,Normal,Good
66,Female,50,1.5,High,Cold,Good
38,Male,59,1.98,Low,Normal,Good
19,Male,100,4.86,High,Hot,Good
57,Female,76,2.8,Moderate,Hot,Good
46,Female,78,2.77,Low,Normal,Good
56,Female,88,2.54,Moderate,Normal,Poor
53,Female,63,1.5,Moderate,Cold,Poor
37,Female,65,2.66,High,Normal,Good
42,Female,71,2.3,Moderate,Cold,Good
36,Male,85,4.01,High,Hot,Good
21,Female,95,3.05,Low,Cold,Good
65,Male,54,1.5,Low,Normal,Poor
56,Male,63,1.5,Low,Normal,Poor
36,Male,106,3.6,Low,Normal,Good
53,Female,86,3.96,Moderate,Hot,Good
47,Male,49,2.33,Moderate,Normal,Good
60,Male,65,3.18,Moderate,Hot,Good
67,Male,50,2.07,Moderate,Normal,Good
19,Male,45,1.5,Low,Cold,Good
60,Male,96,2.66,Low,Normal,Poor
40,Male,45,1.5,Low,Cold,Good
20,Male,46,2.23,High,Normal,Good
34,Female,66,2.48,Moderate,Cold,Good
54,Female,76,3.78,High,Hot,Good
36,Male,72,2.69,High,Normal,Good
27,Female,69,2.63,Low,Hot,Good
39,Male,70,3.28,Moderate,Hot,Good
24,Male,61,3.26,High,Hot,Good
37,Male,82,4.01,Moderate,Hot,Good
33,Female,95,2.66,Low,Cold,Poor
68,Male,60,2.74,Moderate,Hot,Good
29,Female,84,3.5,High,Normal,Good
55,Female,92,3.6,High,Normal,Good
46,Male,46,1.5,Low,Cold,Good
51,Female,85,2.12,Moderate,Cold,Poor
28,Female,67,3.12,High,Cold,Good
20,Male,106,5.35,High,Hot,Good
48,Male,109,3.93,High,Cold,Good
23,Male,48,1.5,Low,Normal,Good
27,Male,95,4.69,High,Hot,Good
18,Male,52,2.23,Low,Hot,Good
34,Male,107,3.95,Moderate,Normal,Good
62,Female,75,1.73,Low,Cold,Poor
19,Male,79,2.79,Moderate,Normal,Good
33,Male,100,3.59,Moderate,Cold,Good
67,Male,56,1.57,Moderate,Cold,Poor
29,Female,77,2.42,Moderate,Normal,Good
66,Male,65,1.5,Moderate,Cold,Poor
56,Male,93,2.99,High,Cold,Good
53,Female,70,1.95,Moderate,Cold,Poor
25,Female,106,3.88,High,Cold,Good
41,Female,84,3.61,High,Cold,Good
64,Male,52,1.64,Low,Hot,Good
20,Male,98,3.08,Moderate,Normal,Good
65,Female,91,3.09,Moderate,Normal,Good
37,Male,107,4.62,Moderate,Hot,Good
60,Male,49,2.34,High,Normal,Good
62,Female,92,3.45,High,Normal,Good
37,Male,78,2.73,Low,Hot,Good
19,Male,63,2.61,Low,Hot,Good
31,Female,72,3.5,High,Hot,Good
54,Male,93,3.25,High,Cold,Good
26,Female,73,3.11,High,Cold,Good
65,Female,67,1.5,Low,Cold,Poor
60,Male,51,1.68,High,Cold,Good
62,Male,86,2.0,Low,Cold,Poor
61,Male,70,3.28,High,Hot,Good
54,Female,52,2.52,High,Normal,Good
24,Female,51,2.63,Low,Hot,Good
31,Male,61,2.83,High,Cold,Good
39,Female,90,2.03,Low,Cold,Poor
45,Female,58,1.5,Low,Cold,Poor
43,Female,46,2.02,Moderate,Cold,Good
51,Male,63,3.32,High,Hot,Good
30,Male,49,1.5,Low,Normal,Good
41,Female,73,3.36,Moderate,Hot,Good
25,Female,70,2.16,Low,Cold,Good
18,Male,72,2.52,Moderate,Normal,Good
64,Female,103,4.49,High,Hot,Good
66,Male,49,1.6,Low,Hot,Good
32,Female,59,3.42,Moderate,Hot,Good
22,Female,55,2.15,Moderate,Normal,Good
40,Male,84,2.83,High,Cold,Good
32,Male,91,4.03,High,Normal,Good
33,Female,103,3.44,High,Cold,Good
69,Female,74,2.24,Low,Hot,Good
18,Female,103,3.3,Moderate,Normal,Good
25,Male,96,2.39,Low,Cold,Poor
35,Male,102,4.4,High,Hot,Good
65,Male,89,2.29,Moderate,Cold,Poor
53,Female,90,4.02,High,Hot,Good
54,Female,60,1.92,Moderate,Cold,Good
63,Female,105,3.61,Low,Hot,Good
52,Male,86,2.97,High,Normal,Good
21,Male,91,3.65,High,Normal,Good
41,Male,87,3.08,High,Cold,Good
48,Female,81,2.61,Low,Normal,Good
24,Male,51,2.05,High,Cold,Good
69,Female,88,3.02,Moderate,Normal,Good
41,Male,72,3.07,Moderate,Hot,Good
35,Female,45,1.87,High,Cold,Good
59,Male,94,2.05,Low,Cold,Poor
18,Female,95,3.73,Moderate,Hot,Good
56,Male,59,1.98,High,Normal,Good
40,Male,97,2.17,Low,Cold,Poor
34,Female,50,3.56,High,Hot,Good
57,Male,84,2.25,Moderate,Normal,Poor
29,Female,51,2.12,High,Cold,Good
66,Male,48,2.03,Moderate,Normal,Good
20,Male,56,2.12,Low,Hot,Good
60,Female,94,2.86,Moderate,Normal,Good
25,Male,76,2.98,Moderate,Normal,Good
34,Female,78,3.97,Moderate,Hot,Good
55,Male,68,2.1,Moderate,Normal,Good
67,Male,90,2.86,High,Cold,Good
50,Male,71,3.57,Moderate,Hot,Good
66,Male,54,1.66,Low,Normal,Good
42,Male,101,3.49,Moderate,Cold,Good
65,Male,59,2.32,Moderate,Normal,Good
67,Male,58,2.62,High,Cold,Good
51,Female,69,1.5,Moderate,Cold,Poor
32,Male,56,1.68,Low,Cold,Good
48,Male,97,3.84,High,Normal,Good
55,Male,86,1.75,Low,Cold,Poor
65,Male,60,2.42,High,Normal,Good
58,Male,60,2.31,High,Normal,Good
45,Male,48,2.13,Low,Hot,Good
62,Female,62,2.88,High,Hot,Good
47,Male,80,2.35,Moderate,Cold,Poor
46,Female,60,1.7,Low,Normal,Poor
64,Male,103,3.06,Low,Hot,Poor
45,Male,99,2.18,Low,Cold,Poor
48,Female,77,2.03,Low,Cold,Poor
58,Male,90,3.5,Moderate,Hot,Good
59,Male,67,2.87,High,Cold,Good
42,Female,76,2.94,Low,Hot,Good
20,Male,104,4.8,Moderate,Hot,Good
32,Male,61,2.21,Moderate,Normal,Good
24,Female,102,2.89,Moderate,Cold,Poor
65,Male,92,2.48,Low,Cold,Poor
64,Female,81,2.91,Low,Hot,Good
27,Male,99,3.46,Low,Hot,Good
50,Male,64,2.19,High,Cold,Good
52,Male,78,3.26,Moderate,Hot,Good
44,Female,63,2.9,Moderate,Hot,Good
46,Female,54,2.7,High,Cold,Good
57,Male,57,1.5,Low,Cold,Poor
29,Male,103,3.61,Low,Hot,Good
57,Female,59,1.99,Moderate,Normal,Good
55,Female,97,3.51,Moderate,Hot,Good
28,Male,102,3.02,Moderate,Cold,Poor
57,Male,104,4.16,High,Hot,Good
23,Male,72,3.03,Low,Hot,Good
25,Male,49,1.88,Moderate,Cold,Good
65,Male,61,1.54,Moderate,Normal,Poor
27,Female,58,3.7,High,Hot,Good
66,Female,106,3.67,High,Normal,Good
33,Male,80,4.15,High,Hot,Good
50,Male,47,2.21,High,Cold,Good
65,Female,102,4.42,Moderate,Hot,Good
64,Female,88,2.64,Low,Hot,Good
67,Female,73,2.59,Moderate,Normal,Good
43,Male,46,1.9,Moderate,Normal,Good
36,Female,84,3.77,High,Hot,Good
18,Female,106,4.26,High,Normal,Good
62,Male,93,2.96,Moderate,Normal,Good
22,Female,82,2.96,Moderate,Cold,Good
38,Female,97,2.56,Low,Cold,Poor
65,Male,66,1.5,Low,Normal,Poor
66,Female,59,1.5,Low,Cold,Poor
27,Female,97,2.45,Low,Normal,Poor
54,Female,72,2.8,High,Cold,Good
31,Male,60,2.01,Moderate,Normal,Good
19,Female,82,3.47,Moderate,Hot,Good
51,Male,84,4.1,High,Hot,Good
42,Female,60,3.22,High,Normal,Good
30,Male,103,3.03,Moderate,Cold,Poor
51,Female,55,2.21,High,Normal,Good
47,Female,62,2.28,Low,Normal,Good
49,Male,94,4.05,Moderate,Hot,Good
66,Male,75,2.9,High,Cold,Good
50,Male,97,3.83,High,Cold,Good
25,Female,77,3.43,High,Cold,Good
36,Female,85,3.4,Low,Hot,Good
59,Male,67,2.07,Moderate,Normal,Good
37,Female,69,3.74,Moderate,Hot,Good
69,Female,56,1.5,Low,Normal,Poor
27,Female,59,2.4,Moderate,Cold,Good
44,Male,79,3.42,High,Normal,Good
51,Male,107,4.01,Low,Hot,Good
58,Male,70,2.69,High,Normal,Good
64,Male,105,4.06,High,Hot,Good
48,Female,92,3.1,Low,Normal,Good
48,Female,78,2.53,Low,Normal,Good
24,Female,51,2.31,High,Normal,Good
31,Female,45,1.65,High,Cold,Good
20,Male,97,3.5,Moderate,Normal,Good
68,Female,59,1.5,Low,Normal,Poor
20,Male,108,2.97,Moderate,Cold,Poor
67,Male,54,2.81,High,Hot,Good
20,Male,94,3.01,Moderate,Cold,Good
50,Male,62,1.89,Low,Cold,Good
64,Male,45,1.5,Low,Normal,Good
58,Male,86,2.58,Low,Hot,Good
40,Female,55,1.5,Low,Cold,Poor
41,Male,70,2.75,High,Normal,Good
63,Male,49,2.22,Moderate,Hot,Good
68,Female,82,3.25,High,Normal,Good
59,Male,67,2.07,High,Cold,Good
47,Male,77,3.0,High,Cold,Good
22,Female,86,2.77,Moderate,Normal,Good
65,Male,45,2.02,High,Cold,Good
22,Female,103,3.95,Moderate,Hot,Good
51,Female,69,2.4,High,Cold,Good
42,Male,98,3.71,Moderate,Hot,Good
20,Male,59,2.7,Moderate,Normal,Good
55,Male,64,2.45,Low,Hot,Good
54,Female,106,3.06,Low,Normal,Poor
54,Female,89,4.12,High,Hot,Good
24,Male,66,2.33,Low,Normal,Good
32,Male,65,2.47,Moderate,Cold,Good
34,Male,100,4.68,Moderate,Hot,Good
67,Male,104,2.53,Low,Cold,Poor
69,Male,51,2.19,High,Cold,Good
67,Female,99,3.97,High,Normal,Good
49,Female,84,2.3,Low,Normal,Poor
19,Female,65,2.65,Moderate,Hot,Good
34,Female,96,3.97,High,Normal,Good
52,Male,64,1.95,Moderate,Normal,Good
37,Female,74,1.91,Low,Normal,Poor
41,Male,91,3.9,Low,Hot,Good
43,Male,88,3.29,High,Cold,Good
46,Male,61,2.71,Moderate,Hot,Good
22,Male,94,2.34,Low,Cold,Poor
57,Male,90,3.32,High,Cold,Good
29,Female,57,1.88,Low,Cold,Good
18,Female,53,1.69,Low,Cold,Good
31,Male,57,2.95,High,Normal,Good
21,Male,92,3.8,Moderate,Hot,Good
21,Female,50,2.02,High,Normal,Good
67,Male,47,1.5,Moderate,Cold,Good
36,Female,58,2.74,Moderate,Hot,Good
60,Male,72,2.48,High,Cold,Good
41,Female,98,3.58,Moderate,Cold,Good
39,Female,89,3.52,High,Normal,Good
28,Male,105,3.53,Low,Hot,Good
50,Male,87,3.94,High,Hot,Good
52,Female,81,1.85,Low,Cold,Poor
53,Male,67,3.39,Moderate,Hot,Good
56,Female,59,2.63,High,Normal,Good
21,Female,66,3.21,High,Hot,Good
34,Male,61,3.5,High,Hot,Good
43,Female,82,4.35,High,Hot,Good
53,Male,50,2.63,Moderate,Hot,Good
23,Male,70,1.52,Low,Cold,Poor
58,Male,82,3.0,Low,Hot,Good
36,Female,87,2.4,Low,Normal,Poor
43,Female,100,2.86,Moderate,Cold,Poor
48,Male,101,3.78,High,Normal,Good
26,Male,48,1.5,Low,Cold,Good
26,Female,59,1.58,Low,Cold,Poor
59,Female,107,3.13,High,Cold,Poor
69,Male,100,3.79,Moderate,Hot,Good
68,Male,61,3.13,Moderate,Hot,Good
19,Male,95,3.99,Low,Hot,Good
27,Male,81,3.1,High,Normal,Good
22,Male,100,4.47,Moderate,Hot,Good
53,Male,75,1.82,Low,Cold,Poor
68,Male,59,2.11,High,Normal,Good
42,Female,97,4.19,High,Hot,Good
69,Female,48,1.66,High,Cold,Good
55,Female,74,2.88,High,Normal,Good
56,Male,51,2.22,Low,Hot,Good
41,Male,83,4.12,Moderate,Hot,Good
37,Female,93,2.31,Low,Normal,Poor
56,Female,93,2.49,Low,Normal,Poor
53,Male,87,2.72,Moderate,Cold,Good
60,Male,77,1.83,Low,Cold,Poor
50,Male,89,2.94,Moderate,Cold,Good
32,Female,61,2.6,Low,Hot,Good
39,Male,67,1.75,Low,Normal,Poor
31,Male,56,1.5,Low,Cold,Poor
63,Female,95,3.18,Moderate,Cold,Good
35,Female,72,2.44,Moderate,Normal,Good
61,Male,63,3.18,High,Hot,Good
60,Male,47,1.77,High,Normal,Good
42,Male,100,3.4,Moderate,Cold,Good
66,Female,99,4.39,High,Hot,Good
56,Female,101,3.53,High,Cold,Good
51,Male,85,3.15,Low,Hot,Good
44,Male,65,3.15,High,Normal,Good
44,Female,81,3.52,High,Cold,Good
64,Male,53,1.97,Moderate,Cold,Good
53,Female,54,2.36,Low,Hot,Good
62,Female,83,3.2,High,Cold,Good
32,Male,92,3.14,Low,Normal,Good
26,Male,79,1.67,Low,Cold,Poor
21,Female,102,4.94,High,Hot,Good
24,Male,54,2.32,Moderate,Cold,Good
52,Male,102,3.74,High,Normal,Good
29,Male,84,3.01,Low,Hot,Good
23,Female,54,1.97,Low,Hot,Good
62,Female,69,1.7,Low,Normal,Poor
40,Male,55,1.89,Moderate,Cold,Good
66,Female,92,2.89,Low,Hot,Good
60,Female,51,1.5,Moderate,Normal,Poor
68,Female,61,2.03,High,Cold,Good
39,Female,57,3.08,High,Hot,Good
24,Female,45,2.04,High,Normal,Good
31,Male,108,4.48,High,Normal,Good
58,Male,83,2.58,Moderate,Cold,Good
62,Male,57,2.39,Low,Hot,Good
61,Female,107,3.88,High,Cold,Good
64,Male,83,1.76,Low,Cold,Poor
18,Male,58,1.51,Moderate,Cold,Poor
65,Female,109,3.17,Low,Hot,Poor
66,Male,94,4.42,High,Hot,Good
44,Female,101,3.31,High,Cold,Good
33,Male,46,3.06,High,Hot,Good
62,Female,87,3.7,High,Hot,Good
27,Male,75,1.98,Low,Normal,Poor
54,Female,92,2.19,Low,Cold,Poor
49,Female,55,2.54,Low,Hot,Good
36,Female,68,2.42,Moderate,Normal,Good
69,Male,90,3.06,Moderate,Cold,Good
46,Female,80,3.44,Low,Hot,Good
47,Female,61,2.74,High,Normal,Good
41,Female,98,4.73,High,Hot,Good
44,Male,45,1.86,Low,Hot,Good
23,Male,99,3.43,Moderate,Normal,Good
69,Female,52,1.92,High,Cold,Good
31,Female,64,3.1,High,Cold,Good
36,Female,100,4.19,Low,Hot,Good
41,Male,54,2.97,High,Hot,Good
51,Female,80,1.99,Moderate,Cold,Poor
53,Female,60,1.83,Low,Hot,Good
24,Female,91,2.7,Moderate,Cold,Poor
60,Male,84,2.22,Low,Cold,Poor
52,Female,94,2.35,Low,Normal,Poor
38,Female,102,3.1,Moderate,Normal,Good
26,Female,93,4.65,High,Hot,Good
53,Male,98,3.01,High,Cold,Good
68,Female,76,2.44,Moderate,Cold,Good
48,Male,97,3.39,Moderate,Cold,Good
54,Male,82,2.78,Moderate,Cold,Good
49,Male,95,3.72,High,Cold,Good
37,Male,81,2.97,High,Normal,Good
66,Female,63,2.68,High,Normal,Good
24,Male,49,1.5,Low,Normal,Good
41,Male,92,3.6,Moderate,Normal,Good
28,Male,93,2.28,Low,Cold,Poor
20,Female,84,2.03,Low,Normal,Poor
49,Male,92,2.35,Low,Normal,Poor
24,Male,64,1.62,Low,Cold,Poor
52,Male,68,2.05,Moderate,Cold,Good
69,Male,83,1.5,Low,Cold,Poor
29,Male,109,5.37,High,Hot,Good
19,Female,50,1.91,High,Cold,Good
28,Female,87,2.15,Low,Normal,Poor
42,Female,83,3.5,Low,Hot,Good
33,Male,107,3.26,Low,Normal,Good
29,Male,85,2.66,Low,Normal,Good
40,Female,95,2.89,Low,Normal,Good
62,Male,66,1.51,Low,Cold,Poor
24,Female,59,2.64,Low,Hot,Good
63,Male,105,3.06,Low,Hot,Poor
68,Male,82,1.91,Low,Cold,Poor
30,Male,98,3.6,Low,Hot,Good
56,Female,74,2.66,Moderate,Hot,Good
60,Female,92,2.89,Moderate,Normal,Good
60,Male,69,2.57,Moderate,Normal,Good
68,Female,57,2.36,Moderate,Hot,Good
59,Male,98,4.24,High,Hot,Good
33,Female,100,3.24,Moderate,Cold,Good
63,Male,59,3.56,High,Hot,Good
38,Female,109,4.44,Moderate,Hot,Good
40,Male,91,4.3,High,Hot,Good
38,Male,49,1.5,Low,Normal,Good
63,Female,107,4.58,Moderate,Hot,Good
51,Male,74,2.16,High,Cold,Poor
44,Female,60,3.34,High,Hot,Good
46,Female,91,3.15,Low,Normal,Good
39,Male,101,4.4,Moderate,Hot,Good
41,Male,104,4.18,Low,Hot,Good
20,Male,78,1.92,Low,Normal,Poor
19,Female,59,2.61,Moderate,Hot,Good
49,Female,108,4.0,Low,Hot,Good
49,Male,96,3.55,Moderate,Normal,Good
54,Male,85,2.99,Moderate,Hot,Good
50,Male,69,1.5,Low,Cold,Poor
57,Female,90,1.96,Low,Cold,Poor
55,Female,63,2.71,High,Normal,Good
22,Female,49,1.65,Low,Normal,Good
36,Male,74,4.06,High,Hot,Good
65,Female,60,3.45,High,Hot,Good
35,Male,100,2.21,Low,Cold,Poor
18,Male,47,1.5,Low,Normal,Good
25,Male,109,5.36,High,Hot,Good
24,Female,52,2.49,Moderate,Normal,Good
28,Female,93,2.75,Low,Cold,Poor
58,Male,106,3.81,Moderate,Hot,Good
19,Male,84,4.18,Moderate,Hot,Good
69,Male,66,2.61,High,Cold,Good
28,Male,88,2.85,Moderate,Normal,Good
30,Female,105,3.23,Low,Normal,Good
45,Female,55,2.1,Moderate,Normal,Good
69,Female,51,2.07,Moderate,Hot,Good
31,Male,107,3.98,Moderate,Normal,Good
28,Female,109,4.08,Low,Hot,Good
30,Female,81,2.96,High,Cold,Good
62,Male,91,3.23,Low,Hot,Good
31,Male,92,4.11,High,Normal,Good
51,Male,90,2.85,Moderate,Cold,Good
25,Male,68,1.81,Low,Cold,Poor
49,Female,45,2.32,Moderate,Normal,Good
26,Male,107,3.39,Low,Cold,Good
27,Female,94,3.46,Low,Hot,Good
65,Male,50,1.5,Low,Cold,Good
41,Female,102,5.09,High,Hot,Good
47,Male,100,3.85,Moderate,Hot,Good
29,Male,79,2.96,Moderate,Cold,Good
57,Female,50,1.79,Low,Hot,Good
33,Female,104,3.5,Low,Normal,Good
46,Female,82,3.0,Low,Hot,Good
39,Male,52,1.5,Moderate,Cold,Poor
50,Male,57,3.04,High,Hot,Good
35,Male,106,3.49,High,Cold,Good
56,Male,61,1.5,Low,Cold,Poor
31,Male,101,3.82,High,Cold,Good
67,Female,101,4.66,High,Hot,Good
62,Female,55,1.53,Moderate,Cold,Poor
25,Female,103,3.58,Low,Normal,Good
46,Female,68,3.23,High,Cold,Good
52,Male,101,2.82,Moderate,Normal,Poor
48,Female,61,2.1,Low,Normal,Good
65,Male,67,2.04,Moderate,Cold,Good
24,Female,56,1.88,Low,Normal,Good
69,Male,96,2.97,Low,Normal,Good
44,Female,56,1.5,Low,Normal,Poor
33,Male,106,3.69,Low,Hot,Good
52,Female,104,3.7,High,Cold,Good
30,Male,105,3.48,Moderate,Normal,Good
25,Male,106,4.71,Moderate,Hot,Good
57,Female,93,2.0,Low,Cold,Poor
55,Male,57,2.43,Moderate,Hot,Good
29,Male,57,2.68,Moderate,Hot,Good
67,Female,58,2.39,High,Cold,Good
51,Male,95,3.67,High,Normal,Good
27,Male,65,2.83,Moderate,Normal,Good
43,Male,57,3.23,Moderate,Hot,Good
48,Male,49,1.89,High,Cold,Good
64,Male,66,3.23,High,Hot,Good
61,Female,84,3.14,High,Cold,Good
31,Male,60,1.52,Moderate,Cold,Poor
61,Male,59,1.65,Low,Cold,Poor
43,Male,53,1.58,Low,Cold,Poor
61,Male,64,2.36,Low,Hot,Good
23,Male,77,2.06,Low,Cold,Poor
23,Female,75,3.65,High,Hot,Good
59,Female,72,1.77,Moderate,Cold,Poor
18,Male,89,2.56,Moderate,Cold,Poor
19,Female,96,2.49,Low,Cold,Poor
56,Female,45,2.06,Moderate,Hot,Good
27,Male,58,3.37,Moderate,Hot,Good
40,Male,87,1.86,Low,Cold,Poor
53,Male,71,2.12,Low,Normal,Poor
56,Male,95,2.91,High,Cold,Good
24,Female,107,3.6,High,Cold,Good
25,Female,105,4.63,High,Hot,Good
24,Male,94,2.94,Low,Cold,Good
25,Male,58,3.31,High,Hot,Good
47,Male,109,3.98,Low,Hot,Good
37,Female,70,3.11,High,Cold,Good
23,Male,106,3.82,Moderate,Normal,Good
62,Male,55,2.08,High,Cold,Good
27,Female,78,4.53,High,Hot,Good
65,Male,76,2.94,Moderate,Normal,Good
41,Female,49,2.78,Moderate,Hot,Good
65,Female,60,1.81,Moderate,Cold,Good
25,Female,73,2.59,Moderate,Cold,Good
42,Male,67,2.44,Low,Normal,Good
47,Male,78,1.97,Low,Normal,Poor
46,Male,53,2.77,High,Normal,Good
56,Female,51,1.5,Low,Normal,Poor
25,Female,62,1.66,Moderate,Cold,Poor
35,Male,93,3.63,High,Normal,Good
33,Female,65,3.58,Moderate,Hot,Good
21,Male,88,4.0,High,Normal,Good
64,Male,99,3.82,Low,Hot,Good
57,Female,95,3.66,Moderate,Hot,Good
34,Female,88,3.14,High,Cold,Good
21,Male,105,2.96,Low,Cold,Poor
54,Male,67,2.18,Low,Hot,Good
34,Female,101,3.27,High,Cold,Good
44,Female,96,3.48,High,Cold,Good
36,Male,83,3.7,Moderate,Hot,Good
31,Male,96,3.74,Moderate,Normal,Good
31,Male,107,4.22,High,Normal,Good
63,Female,90,2.93,Moderate,Cold,Good
19,Female,61,3.01,Moderate,Hot,Good
21,Male,47,2.57,Low,Hot,Good
50,Female,68,2.37,Low,Hot,Good
19,Male,77,2.75,Low,Normal,Good
30,Male,54,2.34,High,Cold,Good
60,Male,103,4.44,High,Hot,Good
69,Male,67,1.5,Low,Normal,Poor
21,Female,65,2.44,High,Cold,Good
24,Male,60,2.41,High,Cold,Good
40,Female,75,3.42,Low,Hot,Good
23,Male,109,5.25,High,Hot,Good
45,Male,62,2.29,Low,Hot,Good
50,Male,54,2.24,Moderate,Normal,Good
49,Male,89,3.71,Moderate,Hot,Good
